크기,무게(ton),속도(km_h),색상,제로백(sec),차량발매연도,정지거리(m)
소형,0.97,96.2,회색,26.1,2010,46.657
중형,1.05,82.4,흰색,12.0,2020,43.26
중형,1.24,105.4,검은색,26.2,2008,65.348
중형,1.18,84.6,붉은색,13.1,2020,49.914
중형,1.11,90.8,초록색,25.5,2009,50.394
중형,1.06,120.3,회색,14.8,2020,63.759
중형,1.14,116.6,흰색,13.8,2012,66.462
대형,1.39,81.9,붉은색,28.7,2007,56.921
대형,1.41,77.1,흰색,21.7,2017,54.356
중형,1.07,118.6,붉은색,21.0,2012,63.451
소형,0.98,85.6,붉은색,21.1,2008,41.944
대형,1.4,70.2,초록색,14.4,2009,49.14
대형,1.33,73.0,검은색,12.2,2015,48.545
중형,1.11,107.5,푸른색,22.1,2015,59.663
대형,1.38,74.7,흰색,24.4,2014,51.543
소형,1.03,108.1,초록색,8.1,2011,55.672
대형,1.29,79.1,회색,8.4,2010,51.02
중형,1.07,115.3,붉은색,8.8,2019,61.686
소형,1.05,87.8,검은색,10.2,2005,46.095
중형,1.27,98.2,분홍색,11.9,2019,62.357
중형,1.13,93.8,검은색,22.0,2011,52.997
중형,1.05,85.2,푸른색,17.0,2017,44.73
대형,1.46,71.2,초록색,15.2,2013,51.976
소형,1.02,87.3,초록색,27.3,2016,44.523
소형,0.92,104.8,흰색,28.3,2008,48.208
중형,1.29,106.4,초록색,25.7,2009,68.628
중형,1.18,88.9,초록색,22.1,2012,52.451
중형,1.14,92.2,초록색,16.0,2006,52.554
중형,1.21,91.1,초록색,24.5,2007,55.116
중형,1.09,91.0,붉은색,21.4,2007,49.595
소형,1.01,82.0,회색,26.4,2011,41.41
대형,1.39,79.6,검은색,17.7,2019,55.322
중형,1.17,122.1,분홍색,12.8,2015,71.428
중형,1.15,120.9,회색,11.4,2008,69.518
소형,1.07,106.7,회색,18.3,2010,57.085
대형,1.46,73.4,붉은색,22.2,2006,53.582
중형,1.15,104.1,붉은색,14.6,2008,59.858
대형,1.4,87.3,흰색,16.6,2020,61.11
대형,1.32,89.6,푸른색,18.1,2020,59.136
대형,1.37,86.9,푸른색,9.8,2014,59.527
중형,1.26,104.8,흰색,28.6,2020,66.024
대형,1.26,71.5,회색,13.8,2011,45.045
소형,0.95,98.8,푸른색,24.2,2009,46.93
중형,1.22,107.3,초록색,12.2,2009,65.453
중형,1.19,93.6,분홍색,19.2,2006,55.692
대형,1.33,81.3,회색,23.8,2021,54.065
중형,1.07,109.7,초록색,13.3,2020,58.69
대형,1.37,70.2,흰색,20.5,2005,48.087
소형,1.06,82.3,푸른색,16.6,2005,43.619
중형,1.24,81.0,흰색,22.8,2006,50.22
대형,1.43,74.5,초록색,23.8,2021,53.267
중형,1.28,85.3,붉은색,26.6,2011,54.592
소형,1.0,92.3,붉은색,13.2,2014,46.15
소형,1.09,80.4,초록색,22.7,2015,43.818
소형,0.96,82.1,푸른색,25.8,2008,39.408
소형,0.99,90.3,초록색,10.3,2017,44.699
대형,1.5,88.3,붉은색,9.1,2009,66.225
대형,1.39,72.8,흰색,24.1,2012,50.596
소형,1.08,101.7,푸른색,13.9,2006,54.918
대형,1.4,84.5,분홍색,12.3,2019,59.15
소형,1.06,87.0,회색,18.6,2010,46.11
대형,1.3,72.2,흰색,13.1,2006,46.93
중형,1.06,119.8,회색,21.7,2021,63.494
소형,1.05,83.5,붉은색,29.5,2021,43.837
중형,1.19,119.9,분홍색,11.3,2006,71.341
중형,1.23,97.0,회색,22.4,2010,59.655
대형,1.47,83.0,회색,25.7,2015,61.005
중형,1.17,120.9,흰색,23.0,2009,70.727
중형,1.1,105.7,초록색,16.5,2018,58.135
대형,1.36,81.1,붉은색,8.6,2007,55.148
소형,1.07,90.3,흰색,28.5,2015,48.311
소형,1.06,102.9,초록색,29.2,2014,54.537
중형,1.08,83.7,검은색,11.4,2010,45.198
대형,1.43,89.5,초록색,27.3,2020,63.992
대형,1.48,78.7,흰색,12.4,2018,58.238
소형,0.91,110.0,초록색,19.5,2008,50.05
소형,1.02,100.3,초록색,7.3,2009,51.153
중형,1.18,99.8,검은색,19.7,2009,58.882
소형,0.99,98.9,회색,17.4,2005,48.956
중형,1.2,115.6,흰색,12.7,2011,69.36
대형,1.34,88.0,붉은색,25.4,2019,58.96
중형,1.14,123.6,회색,15.1,2006,70.452
대형,1.5,85.0,회색,19.9,2012,63.75
대형,1.42,70.9,초록색,26.5,2019,50.339
대형,1.39,79.2,검은색,29.1,2019,55.044
소형,1.1,91.2,회색,29.8,2013,50.16
소형,1.09,91.2,초록색,14.9,2017,49.704
대형,1.28,76.0,회색,8.9,2011,48.64
대형,1.42,84.4,푸른색,16.7,2015,59.924
소형,1.08,89.1,푸른색,10.3,2014,48.114
중형,1.28,92.3,초록색,16.6,2005,59.072
대형,1.26,89.3,회색,20.4,2019,56.259
소형,1.05,100.6,흰색,26.7,2020,52.815
대형,1.4,83.7,검은색,9.9,2017,58.59
소형,1.02,82.4,푸른색,23.4,2013,42.024
소형,0.96,95.4,흰색,10.9,2019,45.792
대형,1.39,82.7,흰색,7.8,2015,57.477
중형,1.19,119.7,푸른색,24.0,2010,71.221
소형,1.02,86.4,푸른색,28.2,2020,44.064
중형,1.18,119.2,검은색,27.5,2006,70.328
중형,1.29,89.6,회색,9.8,2014,57.792
대형,1.39,88.3,회색,28.2,2015,61.369
소형,0.98,82.9,초록색,19.3,2009,40.621
대형,1.34,74.7,검은색,25.3,2009,50.049
소형,0.93,89.3,분홍색,7.6,2018,41.525
중형,1.22,94.8,흰색,8.1,2014,57.828
중형,1.24,118.9,분홍색,27.7,2015,73.718
소형,1.08,94.6,분홍색,9.2,2006,51.084
소형,1.02,108.3,흰색,8.5,2009,55.233
중형,1.16,119.8,분홍색,27.9,2005,69.484
중형,1.21,111.9,검은색,27.7,2018,67.7
대형,1.28,89.2,회색,7.5,2010,57.088
소형,1.06,84.3,붉은색,16.2,2011,44.679
대형,1.5,78.1,푸른색,24.7,2012,58.575
소형,1.02,109.9,푸른색,10.1,2007,56.049
중형,1.28,99.3,분홍색,10.4,2014,63.552
중형,1.14,124.3,초록색,18.6,2016,70.851
소형,1.1,103.7,회색,21.7,2016,57.035
대형,1.49,84.6,회색,13.6,2018,63.027
대형,1.39,89.8,붉은색,25.4,2013,62.411
중형,1.19,103.9,푸른색,25.4,2012,61.821
중형,1.3,115.6,푸른색,9.0,2012,75.14
소형,0.98,105.3,붉은색,15.0,2017,51.597
소형,0.98,94.4,초록색,12.0,2014,46.256
중형,1.1,82.9,흰색,29.7,2007,45.595
대형,1.47,81.1,초록색,26.5,2012,59.609
중형,1.15,92.2,붉은색,22.2,2018,53.015
대형,1.32,73.4,흰색,28.3,2016,48.444
중형,1.16,93.0,회색,28.8,2006,53.94
소형,0.95,90.7,회색,14.8,2020,43.083
소형,1.0,100.1,분홍색,17.7,2016,50.05
중형,1.2,107.6,푸른색,13.2,2016,64.56
중형,1.25,90.6,검은색,7.9,2014,56.625
소형,0.91,84.0,붉은색,25.8,2019,38.22
대형,1.28,73.0,분홍색,21.0,2017,46.72
중형,1.13,95.3,검은색,14.7,2018,53.845
소형,1.02,82.6,초록색,16.7,2009,42.126
대형,1.32,74.3,흰색,28.3,2009,49.038
대형,1.38,84.3,초록색,9.1,2013,58.167
중형,1.16,120.2,푸른색,11.0,2006,69.716
중형,1.24,82.4,초록색,7.1,2006,51.088
중형,1.28,116.9,회색,12.4,2012,74.816
중형,1.25,122.4,검은색,29.6,2008,76.5
중형,1.19,86.5,붉은색,23.4,2019,51.468
대형,1.47,71.6,분홍색,14.6,2008,52.626
소형,0.96,100.0,흰색,29.1,2018,48.0
대형,1.39,78.7,붉은색,29.1,2005,54.697
중형,1.13,108.5,흰색,20.6,2009,61.303
대형,1.44,80.0,검은색,11.2,2020,57.6
중형,1.13,106.0,푸른색,29.6,2015,59.89
대형,1.25,73.1,흰색,13.1,2016,45.688
중형,1.12,117.8,검은색,20.9,2009,65.968
중형,1.25,109.3,분홍색,22.6,2005,68.312
중형,1.12,87.1,검은색,13.7,2016,48.776
소형,1.06,109.5,분홍색,11.7,2011,58.035
대형,1.46,72.3,분홍색,19.0,2007,52.779
대형,1.38,86.0,푸른색,23.1,2008,59.34
소형,1.0,99.4,회색,9.2,2007,49.7
소형,1.07,86.3,푸른색,15.3,2006,46.171
소형,1.03,101.5,푸른색,22.2,2016,52.273
중형,1.15,119.2,흰색,23.2,2013,68.54
대형,1.49,85.5,분홍색,16.6,2014,63.697
중형,1.19,82.8,붉은색,14.0,2006,49.266
대형,1.46,88.2,분홍색,11.7,2015,64.386
소형,1.01,103.2,붉은색,12.8,2005,52.116
중형,1.17,98.5,검은색,14.6,2014,57.622
대형,1.48,77.9,회색,19.1,2015,57.646
중형,1.13,90.3,회색,17.8,2007,51.02
소형,1.01,80.8,푸른색,20.0,2019,40.804
소형,1.03,101.9,흰색,28.2,2019,52.479
중형,1.07,118.1,초록색,21.3,2019,63.184
대형,1.32,70.5,초록색,28.9,2020,46.53
중형,1.3,92.7,초록색,16.0,2020,60.255
중형,1.08,108.5,흰색,22.6,2017,58.59
소형,1.03,92.9,초록색,28.6,2014,47.844
소형,1.02,93.9,초록색,25.2,2017,47.889
중형,1.19,88.6,회색,13.4,2021,52.717
중형,1.3,101.6,초록색,17.1,2014,66.04
중형,1.17,98.0,푸른색,9.8,2015,57.33
중형,1.14,99.3,푸른색,18.2,2019,56.601
소형,1.04,94.7,초록색,12.1,2016,49.244
중형,1.23,94.4,초록색,20.1,2021,58.056
중형,1.28,117.7,회색,26.4,2016,75.328
대형,1.4,74.3,흰색,8.6,2005,52.01
중형,1.21,86.8,초록색,8.5,2016,52.514
대형,1.47,85.6,붉은색,22.1,2013,62.916
대형,1.5,87.1,초록색,22.5,2007,65.325
대형,1.41,71.2,초록색,9.9,2012,50.196
소형,1.03,86.5,회색,20.7,2009,44.547
소형,1.02,98.9,붉은색,15.6,2017,50.439
소형,0.94,84.7,흰색,8.4,2020,39.809
소형,1.05,105.9,흰색,12.9,2012,55.598
중형,1.21,101.6,흰색,29.2,2020,61.468
중형,1.19,103.9,푸른색,14.2,2017,61.821
대형,1.31,74.9,초록색,15.3,2007,49.06
대형,1.41,72.3,분홍색,10.2,2017,50.971
소형,1.02,91.2,흰색,7.8,2005,46.512
대형,1.28,77.7,흰색,26.2,2019,49.728
소형,1.0,106.3,흰색,29.5,2020,53.15
중형,1.3,83.5,분홍색,25.0,2015,54.275
소형,0.96,97.1,붉은색,25.4,2013,46.608
대형,1.26,85.5,회색,15.2,2014,53.865
중형,1.12,95.6,초록색,18.4,2021,53.536
대형,1.42,83.8,붉은색,23.8,2006,59.498
대형,1.38,76.4,초록색,17.9,2014,52.716
중형,1.16,111.6,초록색,20.2,2005,64.728
중형,1.25,103.4,푸른색,26.6,2008,64.625
소형,1.1,88.4,회색,11.0,2007,48.62
소형,1.04,92.5,회색,14.3,2016,48.1
소형,1.0,91.7,초록색,13.0,2006,45.85
중형,1.22,116.1,검은색,7.8,2012,70.821
소형,1.01,86.1,붉은색,29.2,2015,43.481
대형,1.44,82.3,검은색,20.9,2013,59.256
중형,1.14,86.2,분홍색,13.8,2008,49.134
소형,0.91,99.5,푸른색,22.1,2017,45.273
대형,1.4,88.6,푸른색,20.6,2018,62.02
대형,1.38,86.4,붉은색,10.9,2006,59.616
대형,1.25,73.9,회색,23.7,2019,46.188
대형,1.48,84.0,검은색,16.7,2017,62.16
대형,1.38,78.9,붉은색,26.6,2012,54.441
대형,1.27,80.7,분홍색,23.0,2006,51.245
대형,1.38,85.0,초록색,16.2,2007,58.65
소형,1.07,100.2,푸른색,17.3,2011,53.607
중형,1.08,85.1,흰색,15.4,2019,45.954
대형,1.47,75.7,푸른색,16.1,2014,55.639
중형,1.11,88.2,푸른색,9.3,2005,48.951
중형,1.09,84.5,검은색,8.3,2005,46.053
대형,1.31,74.1,흰색,8.6,2009,48.536
중형,1.19,93.2,회색,21.4,2016,55.454
소형,0.93,100.2,회색,19.0,2021,46.593
소형,0.98,87.3,흰색,22.1,2011,42.777
소형,1.02,104.2,회색,14.8,2008,53.142
대형,1.5,85.9,회색,17.9,2020,64.425
중형,1.3,84.0,초록색,17.9,2008,54.6
소형,1.08,105.4,초록색,20.2,2010,56.916
대형,1.27,76.3,초록색,28.5,2005,48.45
소형,1.01,92.1,검은색,19.3,2016,46.511
중형,1.12,109.1,붉은색,22.3,2012,61.096
대형,1.48,82.9,검은색,29.9,2014,61.346
소형,1.1,93.2,검은색,28.6,2010,51.26
소형,1.05,88.7,붉은색,7.0,2020,46.568
소형,0.99,102.9,회색,16.3,2013,50.936
소형,1.03,98.4,붉은색,26.6,2012,50.676
소형,1.08,88.1,분홍색,23.6,2021,47.574
대형,1.37,70.4,회색,15.8,2013,48.224
중형,1.24,110.6,초록색,24.6,2008,68.572
중형,1.16,91.8,흰색,11.4,2014,53.244
대형,1.38,76.2,회색,8.2,2019,52.578
소형,1.05,89.4,푸른색,9.8,2017,46.935
소형,0.98,99.6,흰색,7.5,2008,48.804
소형,0.92,86.6,초록색,21.6,2017,39.836
대형,1.47,79.7,초록색,20.3,2018,58.58
중형,1.27,87.9,흰색,27.9,2021,55.817
대형,1.3,79.9,붉은색,26.5,2014,51.935
중형,1.21,99.5,초록색,14.5,2016,60.197
대형,1.38,86.2,흰색,14.8,2019,59.478
중형,1.15,122.9,흰색,7.1,2021,70.668
중형,1.22,106.2,회색,18.5,2007,64.782
대형,1.31,81.7,검은색,12.2,2008,53.514
소형,1.01,81.4,붉은색,11.4,2007,41.107
중형,1.1,124.0,분홍색,27.8,2015,68.2
소형,0.96,84.9,흰색,14.0,2017,40.752
소형,0.98,107.7,분홍색,10.1,2017,52.773
대형,1.25,73.7,검은색,12.2,2014,46.062
소형,0.94,105.1,붉은색,30.0,2014,49.397
중형,1.05,92.0,분홍색,23.5,2016,48.3
중형,1.18,82.4,초록색,18.4,2007,48.616
중형,1.06,122.7,분홍색,9.4,2014,65.031
대형,1.39,85.7,분홍색,10.2,2016,59.562
대형,1.31,89.8,푸른색,24.7,2020,58.819
소형,0.94,97.0,푸른색,29.1,2007,45.59
중형,1.24,96.4,회색,13.4,2013,59.768
대형,1.45,85.3,검은색,19.7,2020,61.843
대형,1.31,70.1,분홍색,14.8,2013,45.916
소형,1.1,89.3,분홍색,21.5,2013,49.115
대형,1.33,84.4,검은색,7.3,2006,56.126
대형,1.3,77.5,붉은색,23.5,2005,50.375
대형,1.35,75.4,회색,13.7,2016,50.895
대형,1.33,79.0,분홍색,14.2,2015,52.535
소형,0.92,93.8,붉은색,10.8,2006,43.148
대형,1.48,79.3,초록색,20.3,2017,58.682
중형,1.07,93.6,초록색,26.5,2009,50.076
중형,1.26,114.3,푸른색,18.6,2012,72.009
소형,1.03,97.8,회색,19.0,2010,50.367
대형,1.49,88.0,흰색,27.4,2014,65.56
중형,1.14,81.4,검은색,10.8,2007,46.398
중형,1.07,99.3,흰색,25.1,2013,53.126
대형,1.41,82.1,푸른색,8.8,2020,57.881
대형,1.5,84.6,초록색,29.2,2006,63.45
대형,1.47,80.8,붉은색,21.3,2010,59.388
소형,1.04,100.1,회색,20.3,2005,52.052
중형,1.15,109.4,붉은색,16.8,2019,62.905
중형,1.18,90.9,붉은색,14.0,2015,53.631
중형,1.29,87.7,회색,29.6,2011,56.567
중형,1.3,116.3,초록색,21.6,2006,75.595
소형,0.99,108.0,분홍색,11.5,2013,53.46
소형,1.07,99.5,분홍색,23.6,2016,53.233
대형,1.39,76.5,분홍색,9.3,2013,53.168
중형,1.27,121.6,흰색,22.1,2007,77.216
중형,1.08,104.0,초록색,8.4,2015,56.16
중형,1.09,105.3,푸른색,26.3,2020,57.389
소형,1.09,102.1,분홍색,11.0,2005,55.645
소형,1.09,94.6,회색,14.4,2020,51.557
소형,1.1,108.3,붉은색,21.5,2017,59.565
대형,1.26,89.5,분홍색,12.8,2021,56.385
소형,0.98,102.4,회색,17.4,2005,50.176
중형,1.27,124.4,흰색,26.1,2012,78.994
중형,1.18,92.4,검은색,18.1,2013,54.516
중형,1.22,109.0,검은색,26.3,2009,66.49
대형,1.4,82.1,흰색,27.3,2006,57.47
중형,1.08,99.4,초록색,9.1,2019,53.676
중형,1.27,116.0,초록색,8.7,2007,73.66
대형,1.28,75.2,분홍색,29.7,2018,48.128
소형,0.99,84.8,초록색,10.5,2007,41.976
소형,0.96,92.6,검은색,21.6,2010,44.448
중형,1.22,104.8,검은색,25.1,2015,63.928
중형,1.05,90.2,초록색,7.8,2021,47.355
중형,1.09,115.3,초록색,26.8,2006,62.839
중형,1.26,110.1,푸른색,20.6,2011,69.363
중형,1.14,118.3,검은색,9.1,2020,67.431
소형,0.96,82.5,분홍색,24.6,2012,39.6
중형,1.09,101.3,회색,16.0,2009,55.209
소형,0.97,81.8,초록색,28.4,2008,39.673
대형,1.42,73.5,검은색,24.5,2012,52.185
대형,1.4,79.7,회색,28.0,2007,55.79
중형,1.07,109.4,흰색,29.0,2005,58.529
소형,1.04,93.6,검은색,23.6,2018,48.672
중형,1.16,118.7,흰색,20.2,2011,68.846
소형,1.09,85.0,회색,14.7,2007,46.325
대형,1.43,74.1,초록색,7.3,2006,52.982
중형,1.09,122.1,분홍색,10.8,2020,66.545
대형,1.29,71.5,흰색,25.8,2016,46.117
대형,1.34,89.8,초록색,24.8,2008,60.166
소형,0.91,93.6,검은색,7.0,2021,42.588
소형,1.1,93.4,붉은색,27.0,2011,51.37
소형,0.9,80.8,검은색,18.0,2010,36.36
소형,1.05,84.9,회색,15.8,2018,44.573
대형,1.32,81.3,검은색,22.3,2011,53.658
소형,1.08,89.4,회색,23.6,2005,48.276
대형,1.39,71.3,흰색,21.5,2017,49.553
소형,1.09,103.2,회색,13.6,2006,56.244
대형,1.34,83.1,푸른색,8.5,2020,55.677
중형,1.1,118.9,흰색,14.1,2017,65.395
중형,1.23,110.0,초록색,12.6,2020,67.65
소형,1.02,106.6,붉은색,15.6,2021,54.366
중형,1.09,93.2,푸른색,13.9,2013,50.794
대형,1.26,77.2,흰색,16.9,2013,48.636
소형,1.07,103.3,검은색,23.5,2005,55.266
소형,1.0,82.6,분홍색,20.9,2005,41.3
소형,1.0,104.5,분홍색,14.3,2011,52.25
중형,1.28,117.0,초록색,22.6,2019,74.88
대형,1.5,81.5,분홍색,9.8,2016,61.125
중형,1.28,119.4,회색,15.6,2019,76.416
대형,1.35,80.1,분홍색,12.8,2021,54.068
소형,1.06,85.6,초록색,9.8,2009,45.368
소형,0.91,103.1,푸른색,16.1,2007,46.911
소형,1.09,89.9,검은색,18.4,2005,48.996
중형,1.09,87.7,흰색,12.4,2010,47.797
중형,1.05,115.1,흰색,28.9,2021,60.428
대형,1.27,76.3,붉은색,12.3,2018,48.45
소형,1.02,80.0,회색,23.6,2016,40.8
대형,1.35,89.7,검은색,29.7,2015,60.548
소형,0.91,97.4,초록색,15.8,2014,44.317
대형,1.35,72.3,회색,13.2,2005,48.803
중형,1.29,118.7,흰색,9.6,2013,76.562
중형,1.24,103.7,푸른색,20.1,2020,64.294
중형,1.17,122.1,회색,23.4,2019,71.428
대형,1.4,74.2,초록색,14.9,2011,51.94
중형,1.3,86.3,푸른색,15.2,2005,56.095
중형,1.18,110.6,검은색,29.0,2010,65.254
중형,1.14,105.1,회색,12.7,2020,59.907
중형,1.1,92.6,푸른색,8.1,2017,50.93
소형,0.9,98.0,흰색,12.9,2013,44.1
중형,1.27,90.6,분홍색,25.2,2019,57.531
중형,1.19,95.6,흰색,25.5,2005,56.882
대형,1.32,77.9,붉은색,20.1,2013,51.414
소형,0.92,99.3,흰색,16.4,2013,45.678
중형,1.27,114.6,흰색,12.3,2018,72.771
중형,1.27,98.2,푸른색,28.9,2016,62.357
대형,1.31,83.4,붉은색,27.9,2008,54.627
중형,1.15,93.7,회색,13.8,2008,53.878
중형,1.09,99.4,회색,12.5,2020,54.173
대형,1.47,71.3,흰색,10.5,2012,52.405
소형,0.99,109.2,흰색,26.3,2017,54.054
대형,1.44,73.5,검은색,22.5,2021,52.92
대형,1.39,81.8,회색,22.2,2021,56.851
대형,1.28,72.4,푸른색,23.9,2006,46.336
대형,1.35,74.1,회색,21.8,2007,50.018
소형,1.06,100.8,분홍색,26.3,2015,53.424
중형,1.19,100.0,붉은색,9.1,2007,59.5
중형,1.3,87.7,흰색,25.4,2019,57.005
중형,1.25,119.6,푸른색,8.2,2021,74.75
대형,1.28,81.5,흰색,16.3,2019,52.16
중형,1.26,92.9,분홍색,27.4,2007,58.527
소형,1.09,106.2,회색,15.0,2016,57.879
소형,0.91,97.1,푸른색,28.0,2017,44.181
소형,1.04,81.3,흰색,21.3,2016,42.276
중형,1.11,87.9,붉은색,10.8,2007,48.785
중형,1.21,122.6,분홍색,25.0,2010,74.173
소형,1.0,88.3,푸른색,12.9,2006,44.15
중형,1.08,103.7,푸른색,19.5,2021,55.998
대형,1.34,72.6,푸른색,9.4,2010,48.642
중형,1.18,96.4,흰색,16.9,2008,56.876
대형,1.39,85.0,검은색,13.6,2010,59.075
소형,0.9,102.8,붉은색,21.4,2014,46.26
대형,1.36,70.4,푸른색,24.8,2008,47.872
중형,1.2,81.0,흰색,7.7,2010,48.6
대형,1.37,76.3,붉은색,24.7,2019,52.266
대형,1.49,74.2,초록색,29.3,2020,55.279
소형,1.05,91.6,붉은색,8.8,2008,48.09
대형,1.37,83.1,검은색,30.0,2021,56.924
중형,1.1,116.5,회색,19.8,2012,64.075
소형,1.08,107.8,회색,19.8,2014,58.212
소형,1.05,81.4,흰색,10.8,2018,42.735
중형,1.24,94.0,검은색,22.5,2020,58.28
소형,1.0,90.1,분홍색,17.1,2014,45.05
중형,1.16,98.6,붉은색,19.9,2015,57.188
중형,1.22,115.2,회색,16.8,2019,70.272
중형,1.11,83.3,초록색,25.3,2008,46.232
중형,1.15,110.5,회색,23.8,2010,63.538
소형,1.0,84.9,초록색,16.5,2005,42.45
중형,1.08,105.9,검은색,11.8,2010,57.186
소형,1.04,108.2,분홍색,21.3,2008,56.264
대형,1.49,82.6,검은색,15.5,2010,61.537
중형,1.11,113.9,흰색,24.9,2016,63.215
소형,1.02,90.4,흰색,20.4,2019,46.104
대형,1.25,71.0,푸른색,19.7,2005,44.375
소형,0.92,98.1,흰색,25.6,2015,45.126
대형,1.44,79.3,회색,18.7,2009,57.096
대형,1.3,82.1,초록색,10.7,2009,53.365
대형,1.25,80.6,검은색,21.3,2012,50.375
소형,1.06,102.6,검은색,8.8,2017,54.378
대형,1.43,77.5,검은색,25.5,2021,55.412
소형,0.9,86.9,초록색,19.5,2017,39.105
대형,1.45,88.1,회색,18.1,2019,63.873
대형,1.41,88.8,분홍색,26.1,2009,62.604
대형,1.32,77.0,분홍색,13.9,2008,50.82
대형,1.38,71.0,흰색,27.7,2015,48.99
소형,1.09,102.0,분홍색,30.0,2017,55.59
소형,1.05,103.0,초록색,24.8,2011,54.075
대형,1.49,76.0,초록색,13.7,2020,56.62
소형,0.94,81.0,분홍색,15.4,2013,38.07
대형,1.25,88.0,분홍색,13.6,2019,55.0
대형,1.28,86.1,붉은색,9.3,2012,55.104
대형,1.42,71.0,검은색,26.2,2007,50.41
중형,1.16,110.0,분홍색,8.3,2006,63.8
대형,1.35,74.2,회색,13.5,2009,50.085
중형,1.26,111.4,검은색,8.8,2016,70.182
소형,1.06,96.6,붉은색,20.6,2018,51.198
소형,0.94,93.5,검은색,16.5,2019,43.945
소형,1.04,86.3,붉은색,18.7,2019,44.876
중형,1.18,123.3,붉은색,26.6,2013,72.747
소형,1.03,105.3,초록색,16.0,2017,54.23
대형,1.39,78.6,초록색,13.8,2008,54.627
소형,0.95,102.2,푸른색,24.4,2011,48.545
중형,1.2,89.0,흰색,22.3,2016,53.4
대형,1.27,74.4,검은색,18.6,2010,47.244
중형,1.07,87.9,붉은색,28.6,2015,47.027
대형,1.25,71.6,흰색,24.5,2014,44.75
대형,1.26,73.5,분홍색,23.6,2016,46.305
대형,1.44,70.2,회색,9.3,2015,50.544
소형,0.91,85.7,푸른색,21.2,2016,38.994
소형,0.92,102.2,흰색,24.8,2006,47.012
중형,1.21,106.2,분홍색,10.1,2009,64.251
대형,1.32,82.5,분홍색,22.0,2020,54.45
대형,1.35,79.2,붉은색,18.7,2017,53.46
소형,1.1,88.8,푸른색,15.8,2010,48.84
중형,1.24,89.8,회색,29.2,2012,55.676
소형,0.91,92.9,회색,14.7,2005,42.27
대형,1.3,83.2,분홍색,19.1,2005,54.08
소형,1.09,101.0,흰색,26.2,2005,55.045
중형,1.07,115.8,붉은색,27.9,2008,61.953
중형,1.27,123.6,흰색,11.0,2006,78.486
중형,1.08,100.8,회색,22.0,2009,54.432
대형,1.39,81.0,분홍색,17.8,2008,56.295
소형,0.98,96.1,푸른색,11.8,2018,47.089
대형,1.25,76.7,흰색,27.8,2006,47.938
소형,1.03,86.7,푸른색,28.5,2005,44.651
소형,0.95,97.4,분홍색,18.2,2014,46.265
대형,1.49,77.4,초록색,13.5,2010,57.663
대형,1.34,84.0,흰색,23.0,2019,56.28
소형,1.02,91.5,흰색,11.1,2013,46.665
대형,1.3,80.0,분홍색,8.4,2007,52.0
중형,1.21,108.8,붉은색,24.4,2020,65.824
소형,1.1,109.2,분홍색,25.7,2017,60.06
소형,1.01,84.7,검은색,17.1,2010,42.773
대형,1.38,83.5,초록색,30.0,2007,57.615
중형,1.27,84.0,분홍색,24.1,2012,53.34
소형,0.9,80.2,붉은색,23.2,2007,36.09
중형,1.26,98.8,붉은색,16.7,2009,62.244
대형,1.34,78.9,푸른색,13.0,2011,52.863
중형,1.13,101.1,흰색,7.9,2015,57.122
소형,1.1,86.1,푸른색,15.2,2006,47.355
중형,1.24,115.0,푸른색,9.8,2013,71.3
중형,1.16,102.7,푸른색,15.1,2020,59.566
대형,1.25,70.9,분홍색,18.8,2012,44.312
중형,1.22,101.9,흰색,10.9,2021,62.159
소형,1.0,85.7,푸른색,8.7,2018,42.85
중형,1.19,98.8,회색,28.0,2015,58.786
대형,1.25,84.2,분홍색,29.7,2006,52.625
중형,1.07,83.9,검은색,15.5,2009,44.887
대형,1.38,85.3,초록색,9.3,2013,58.857
소형,1.06,97.5,분홍색,17.1,2008,51.675
소형,1.09,89.8,검은색,8.9,2021,48.941
대형,1.43,82.2,검은색,21.3,2008,58.773
중형,1.27,100.0,초록색,15.9,2013,63.5
소형,0.92,105.6,초록색,14.7,2005,48.576
중형,1.2,81.4,분홍색,9.2,2005,48.84
소형,0.92,107.5,검은색,25.7,2009,49.45
소형,0.91,84.5,푸른색,15.7,2017,38.447
소형,1.07,83.3,검은색,11.5,2005,44.566
대형,1.5,71.2,푸른색,20.8,2021,53.4
중형,1.25,108.0,푸른색,14.4,2015,67.5
소형,0.97,98.8,흰색,16.7,2014,47.918
대형,1.5,75.4,회색,18.1,2018,56.55
대형,1.49,85.6,푸른색,28.9,2012,63.772
중형,1.12,86.6,초록색,7.7,2020,48.496
소형,0.94,84.8,푸른색,16.8,2005,39.856
중형,1.26,104.6,검은색,13.1,2015,65.898
소형,0.96,87.0,초록색,26.9,2019,41.76
